model,prompting_type,cwe,tp,fp,tn,fn,accuracy,precision,recall,f1,tp_fpm,fp_fpm,tn_fpm,fn_fpm,recall_fpm,specificity_fpm,precision_fpm,bal_accuracy_fpm,avg_input_tokens,avg_reasoning_tokens,avg_output_tokens,avg_cost,total_cost,avg_time,total_errors
o3,few-shot,CWE-330,217,0,275,1,0.9980,1.0000,0.9954,0.9977,217,0,23,1,0.9954,1.0000,1.0000,0.9977,2466.0415,226.2573,21.9004,0.0069,1.6671,4.3718,0
o3,few-shot,CWE-90,24,0,32,3,0.9492,1.0000,0.8889,0.9412,24,0,17,0,1.0000,1.0000,1.0000,1.0000,2390.6098,338.7317,21.5854,0.0077,0.3142,9.9609,0
o3,few-shot,CWE-79,220,0,209,26,0.9429,1.0000,0.8943,0.9442,220,0,115,0,1.0000,1.0000,1.0000,1.0000,2496.8328,396.0358,21.6746,0.0083,2.7923,6.1568,0
o3,few-shot,CWE-614,36,0,31,0,1.0000,1.0000,1.0000,1.0000,36,0,0,0,1.0000,0.0000,1.0000,0.5000,2202.8333,186.6667,22.0000,0.0061,0.2187,3.8638,0
o3,few-shot,CWE-643,14,0,20,1,0.9714,1.0000,0.9333,0.9655,14,0,12,0,1.0000,1.0000,1.0000,1.0000,2243.2692,317.5385,21.5385,0.0072,0.1872,5.3431,0
o3,few-shot,all,1144,6,1276,188,0.9258,0.9948,0.8589,0.9218,1144,6,438,16,0.9862,0.9865,0.9948,0.9863,2375.4501,332.6484,21.7251,0.0076,12.1678,5.8706,0
o3,zero-shot,CWE-22,102,0,135,31,0.8843,1.0000,0.7669,0.8681,102,0,94,16,0.8644,1.0000,1.0000,0.9322,1337.5330,380.9811,21.4811,0.0059,1.2497,7.5394,0
o3,zero-shot,CWE-328,89,0,107,40,0.8305,1.0000,0.6899,0.8165,89,0,0,0,1.0000,0.0000,1.0000,0.5000,1296.5393,98.5169,22.0000,0.0036,0.3166,3.7820,0
o3,zero-shot,CWE-327,130,0,116,0,1.0000,1.0000,1.0000,1.0000,130,0,0,0,1.0000,0.0000,1.0000,0.5000,1458.3308,98.4615,21.9846,0.0039,0.5044,3.1989,0
o3,zero-shot,CWE-78,115,2,123,11,0.9482,0.9829,0.9127,0.9465,115,2,69,0,1.0000,0.9718,0.9829,0.9859,1028.8978,469.3333,21.6237,0.0060,1.1133,11.1490,0
o3,zero-shot,CWE-89,196,3,229,76,0.8433,0.9849,0.7206,0.8323,196,3,109,0,1.0000,0.9732,0.9849,0.9866,992.5909,216.3117,21.6461,0.0039,1.1978,5.9539,0
o3,zero-shot,CWE-330,218,1,274,0,0.9980,0.9954,1.0000,0.9977,218,1,22,0,1.0000,0.9565,0.9954,0.9783,1322.0415,195.9834,21.9087,0.0044,1.0573,5.5460,0
o3,zero-shot,CWE-90,24,0,32,3,0.9492,1.0000,0.8889,0.9412,24,0,17,0,1.0000,1.0000,1.0000,1.0000,1246.6098,270.0488,21.6098,0.0048,0.1979,5.2617,0
o3,zero-shot,CWE-79,220,2,207,26,0.9385,0.9910,0.8943,0.9402,220,2,113,0,1.0000,0.9826,0.9910,0.9913,1352.8328,317.5164,21.6746,0.0054,1.8154,7.1855,0
o3,zero-shot,CWE-614,36,0,31,0,1.0000,1.0000,1.0000,1.0000,36,0,0,0,1.0000,0.0000,1.0000,0.5000,1058.8333,90.6667,22.0000,0.0030,0.1087,3.4750,0
o3,zero-shot,CWE-643,14,0,20,1,0.9714,1.0000,0.9333,0.9655,14,0,12,0,1.0000,1.0000,1.0000,1.0000,1099.2692,241.2308,21.5385,0.0043,0.1118,4.9760,0
o3,zero-shot,all,1144,8,1274,188,0.9250,0.9931,0.8589,0.9211,1144,8,436,16,0.9862,0.9820,0.9931,0.9841,1231.4501,268.3691,21.7195,0.0048,7.6729,6.5288,0
o4-mini,few-shot,CWE-22,98,0,135,35,0.8694,1.0000,0.7368,0.8485,98,0,94,20,0.8305,1.0000,1.0000,0.9153,2474.5330,668.6792,21.4953,0.0058,1.2209,8.7269,0
o4-mini,few-shot,CWE-328,89,0,107,40,0.8305,1.0000,0.6899,0.8165,89,0,0,0,1.0000,0.0000,1.0000,0.5000,2433.5393,335.1011,22.0112,0.0042,0.3781,7.3818,0
o4-mini,few-shot,CWE-327,130,0,116,0,1.0000,1.0000,1.0000,1.0000,130,0,0,0,1.0000,0.0000,1.0000,0.5000,2595.3308,206.2769,22.0077,0.0039,0.5017,3.8007,0
o4-mini,few-shot,CWE-78,108,0,125,18,0.9283,1.0000,0.8571,0.9231,108,0,71,7,0.9391,1.0000,1.0000,0.9696,2165.8978,867.0968,21.5699,0.0063,1.1704,12.6897,0
o4-mini,few-shot,CWE-89,196,0,232,76,0.8492,1.0000,0.7206,0.8376,196,0,112,0,1.0000,1.0000,1.0000,1.0000,2129.5909,406.8571,21.6558,0.0042,1.3022,6.2195,0
o4-mini,few-shot,CWE-330,217,0,275,1,0.9980,1.0000,0.9954,0.9977,217,0,23,1,0.9954,1.0000,1.0000,0.9977,2459.0415,349.7427,21.9004,0.0043,1.0460,6.7296,0
o4-mini,few-shot,CWE-90,24,0,32,3,0.9492,1.0000,0.8889,0.9412,24,0,17,0,1.0000,1.0000,1.0000,1.0000,2383.6098,468.2927,21.5854,0.0048,0.1959,6.1025,0
o4-mini,few-shot,CWE-79,219,1,208,27,0.9385,0.9955,0.8902,0.9399,219,1,114,1,0.9955,0.9913,0.9955,0.9934,2489.8328,545.4328,21.6746,0.0052,1.7534,8.3581,0
o4-mini,few-shot,CWE-614,36,0,31,0,1.0000,1.0000,1.0000,1.0000,36,0,0,0,1.0000,0.0000,1.0000,0.5000,2195.8333,291.5556,22.0000,0.0038,0.1366,4.8082,0
o4-mini,few-shot,CWE-643,14,0,20,1,0.9714,1.0000,0.9333,0.9655,14,0,12,0,1.0000,1.0000,1.0000,1.0000,2236.2692,354.4615,21.5385,0.0041,0.1070,5.1738,0
o4-mini,few-shot,all,1131,1,1281,201,0.9227,0.9991,0.8491,0.9180,1131,1,443,29,0.9750,0.9977,0.9991,0.9864,2368.4501,493.0873,21.7176,0.0049,7.8122,7.6413,0
o4-mini,zero-shot,CWE-22,100,0,135,33,0.8769,1.0000,0.7519,0.8584,100,0,94,18,0.8475,1.0000,1.0000,0.9237,1337.5330,542.7925,21.4811,0.0040,0.8383,8.2138,0
o4-mini,zero-shot,CWE-328,89,0,107,40,0.8305,1.0000,0.6899,0.8165,89,0,0,0,1.0000,0.0000,1.0000,0.5000,1296.5393,346.6067,22.0000,0.0030,0.2713,5.1955,0
o4-mini,zero-shot,CWE-327,130,0,116,0,1.0000,1.0000,1.0000,1.0000,130,0,0,0,1.0000,0.0000,1.0000,0.5000,1458.3308,210.7077,22.0000,0.0026,0.3417,3.5327,0
o4-mini,zero-shot,CWE-78,108,1,124,18,0.9243,0.9908,0.8571,0.9191,108,1,70,7,0.9391,0.9859,0.9908,0.9625,1028.8978,814.4516,21.5591,0.0048,0.8947,9.8001,0
o4-mini,zero-shot,CWE-89,196,0,232,76,0.8492,1.0000,0.7206,0.8376,196,0,112,0,1.0000,1.0000,1.0000,1.0000,992.5909,372.7792,21.6429,0.0028,0.8708,6.0315,0
o4-mini,zero-shot,CWE-330,217,0,275,1,0.9980,1.0000,0.9954,0.9977,217,0,23,1,0.9954,1.0000,1.0000,0.9977,1322.0415,402.5892,21.9087,0.0033,0.8006,5.8808,0
o4-mini,zero-shot,CWE-90,24,0,32,3,0.9492,1.0000,0.8889,0.9412,24,0,17,0,1.0000,1.0000,1.0000,1.0000,1246.6098,388.6829,21.6098,0.0032,0.1302,5.2128,0
o4-mini,zero-shot,CWE-79,220,0,209,26,0.9429,1.0000,0.8943,0.9442,220,0,115,0,1.0000,1.0000,1.0000,1.0000,1352.8328,516.0119,21.6776,0.0039,1.2911,7.1926,0
o4-mini,zero-shot,CWE-614,35,0,31,1,0.9851,1.0000,0.9722,0.9859,35,0,0,1,0.9722,0.0000,1.0000,0.4861,1058.8333,337.7778,21.9722,0.0027,0.0989,5.0683,0
o4-mini,zero-shot,CWE-643,14,0,20,1,0.9714,1.0000,0.9333,0.9655,14,0,12,0,1.0000,1.0000,1.0000,1.0000,1099.2692,388.9231,21.5385,0.0030,0.0784,5.3585,0
o4-mini,zero-shot,all,1133,1,1281,199,0.9235,0.9991,0.8506,0.9189,1133,1,443,27,0.9767,0.9977,0.9991,0.9872,1231.4501,466.1546,21.7126,0.0035,5.6159,6.6744,0
